,title,release_date,production_budget,domestic_gross,worldwide_gross,genre,story_source,creative_type,production_method,production_company,MPAA_Rating,runtime,opening_theater_count,max_theater_count,avg_run_per_theater,actors,directors
363,Public Enemies,"Jul 1, 2009","$102,500,000","$97,104,620","$212,282,709",Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,Universal Pictures,All Time Domestic Box Office for R Movies (Rank 101-200),140 minutes,"3,334","3,334",4.7 weeks,Johnny Depp | Christian Bale | Marion Cotillard,Michael Mann
364,Casino Royale,"Nov 17, 2006","$102,000,000","$167,365,000","$594,420,283",Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Eon Productions,PG-13,144 minutes,"3,434","3,434",6.8 weeks,,
365,Minority Report,"Jun 21, 2002","$102,000,000","$132,024,714","$358,824,714",Action,Based on Fiction Book/Short Story,Science Fiction,Live Action,20th Century Fox,PG-13,144 minutes,"3,001","3,001",6.1 weeks,Tom Cruise,Steven Spielberg
366,Bumblebee,"Dec 13, 2018","$102,000,000","$127,195,589","$465,195,589",Adventure,Based on Toy,Science Fiction,Animation/Live Action,di Bonaventura Pictures,PG-13,114 minutes,"3,550","3,550",6.3 weeks,Hailee Steinfeld | John Cena | Dylan OâBrien,Travis Knight
367,Cloud Atlas,"Oct 26, 2012","$102,000,000","$27,108,272","$130,673,154",Drama,Based on Fiction Book/Short Story,Multiple Creative Types,Live Action,Warner Bros.,"All Time Domestic Box Office for R Movies (Rank 901-1,000)",172 minutes,"2,008","2,008",4.0 weeks,Tom Hanks | Halle Berry | Jim Broadbent | Hugo Weaving | Jim Sturgess | Doona Bae | Ben Whishaw | Keith David | James D'Arcy | Zhou Xun | David Gyasi | Susan Sarandon | Hugh Grant,Lana Wachowski | Tom Tykwer | Andy Wachowski
368,Harry Potter and the Chamber of Secrets,"Nov 15, 2002","$100,000,000","$262,233,381","$879,225,135",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,Warner Bros.,PG,161 minutes,"3,682","3,682",8.5 weeks,Daniel Radcliffe | Rupert Grint | Emma Watson | Kenneth Branagh,Chris Columbus
369,Terminator 2: Judgment Day,"Jan 2, 1991","$100,000,000","$203,464,105","$515,392,660",Action,Original Screenplay,Science Fiction,Animation/Live Action,Carolco Pictures,All Time Domestic Box Office for R Movies,136 minutes,"2,274","2,274",11.6 weeks,Arnold Schwarzenegger,James Cameron
370,Batman Forever,"Jun 16, 1995","$100,000,000","$184,031,112","$336,529,144",Action,Original Screenplay,All Time Domestic Box Office for Super Hero Movies,Live Action,Warner Bros.,PG-13,122 minutes,"2,842","2,842",8.0 weeks,Val Kilmer | Tommy Lee Jones | Jim Carrey | Nicole Kidman | Chris O'Donnell,Joel Schumacher
371,Planet of the Apes,"Jul 27, 2001","$100,000,000","$180,011,740","$362,211,740",Adventure,All Time Domestic Box Office for Remake Movies,Science Fiction,Live Action,Zancuk Company,PG-13,120 minutes,"3,500","3,500",6.8 weeks,,
372,National Treasure,"Nov 19, 2004","$100,000,000","$173,005,002","$331,323,410",Adventure,Original Screenplay,Contemporary Fiction,Live Action,Walt Disney Pictures,PG,130 minutes,"3,017","3,017",9.1 weeks,,
373,Django Unchained,"Dec 25, 2012","$100,000,000","$162,805,434","$449,841,566",Western,Original Screenplay,Historical Fiction,Live Action,Weinstein Company,All Time Domestic Box Office for R Movies,165 minutes,"3,010","3,010",7.0 weeks,Jamie Foxx | Christoph Waltz | Leonardo DiCaprio,Quentin Tarantino
374,Little Fockers,"Dec 22, 2010","$100,000,000","$148,438,600","$310,650,574",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,Everyman Pictures,PG-13,98 minutes,"3,536","3,536",6.0 weeks,Robert De Niro | Ben Stiller | Owen Wilson | Blythe Danner | Teri Polo | Jessica Alba | Dustin Hoffman | Barbra Streisand,Paul Weitz
375,True Lies,"Jul 15, 1994","$100,000,000","$146,282,411","$365,300,000",Action,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,Lightstorm Entertainment,All Time Domestic Box Office for R Movies,141 minutes,"2,369","2,369",9.9 weeks,,
376,American Gangster,"Nov 2, 2007","$100,000,000","$130,164,645","$267,985,456",Drama,Based on Factual Book/Article,Dramatization,Live Action,Relativity Media,All Time Domestic Box Office for R Movies,157 minutes,"3,054","3,054",6.4 weeks,,
377,Cloudy with a Chance of Meatballs,"Sep 18, 2009","$100,000,000","$124,870,275","$236,827,677",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Columbia Pictures,PG,90 minutes,"3,119","3,119",7.4 weeks,Bill Hader,Christopher Miller | Phil Lord
378,The Other Guys,"Aug 6, 2010","$100,000,000","$119,219,978","$170,936,470",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,Gary Sanchez Productions,PG-13,97 minutes,"3,651","3,651",6.5 weeks,Will Ferrell | Mark Wahlberg,Adam McKay
379,Lemony Snicket's A Series of Unfortunate Events,"Dec 17, 2004","$100,000,000","$118,627,117","$212,956,024",Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,Paramount Pictures,PG,107 minutes,"3,620","3,620",5.9 weeks,,
380,The Wolf of Wall Street,"Dec 25, 2013","$100,000,000","$116,900,694","$389,870,414",Black Comedy,Based on Factual Book/Article,Dramatization,Live Action,Appian Way,All Time Domestic Box Office for R Movies (Rank 101-200),165 minutes,"2,537","2,537",6.6 weeks,Leonardo DiCaprio,Martin Scorsese
381,Epic,"May 24, 2013","$100,000,000","$107,518,682","$262,794,441",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Blue Sky Studios,PG,103 minutes,"3,882","3,882",5.0 weeks,Colin Farrell | Josh Hutcherson | Amanda Seyfried | Christoph Waltz | BeyoncÃ© Knowles | Aziz Ansari | Chris O'Dowd | Pitbull | Jason Sudeikis | Steven Tyler,Chris Wedge
382,Eraser,"Jun 21, 1996","$100,000,000","$101,295,562","$234,400,000",Action,Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 101-200),114 minutes,"2,410","2,410",8.0 weeks,,
383,The Hunchback of Notre Dame,"Jun 21, 1996","$100,000,000","$100,138,851","$325,500,000",Adventure,Based on Fiction Book/Short Story,Historical Fiction,Hand Animation,Walt Disney Animation Studios,G,91 minutes,"2,778","2,778",8.4 weeks,,
384,The Emperor's New Groove,"Dec 15, 2000","$100,000,000","$89,296,573","$169,296,573",Adventure,Original Screenplay,Kids Fiction,Hand Animation,Walt Disney Animation Studios,G,78 minutes,"2,801","2,801",8.7 weeks,,
385,The Expendables 2,"Aug 15, 2012","$100,000,000","$85,028,192","$311,979,256",Action,Original Screenplay,Contemporary Fiction,Live Action,Lionsgate,All Time Domestic Box Office for R Movies (Rank 201-300),103 minutes,"3,316","3,316",5.9 weeks,Sylvester Stallone | Jason Statham | Jet Li | Dolph Lundgren | Chuck Norris,Simon West
386,Where the Wild Things Are,"Oct 16, 2009","$100,000,000","$77,233,467","$99,123,656",Adventure,Based on Fiction Book/Short Story,Fantasy,Live Action,Legendary Pictures,PG,100 minutes,"3,735","3,735",5.1 weeks,Max Records,Spike Jonze
387,Eragon,"Dec 15, 2006","$100,000,000","$75,030,163","$249,488,115",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,Davis Entertainment,PG,,"3,020","3,020",5.5 weeks,,
388,Hercules,"Jul 23, 2014","$100,000,000","$72,688,614","$243,388,614",Action,Based on Folk Tale/Legend/Fairytale,Fantasy,Live Action,Flynn Picture Company,PG-13,97 minutes,"3,595","3,595",3.8 weeks,Dwayne Johnson,Brett Ratner
389,The Tourist,"Dec 10, 2010","$100,000,000","$67,631,157","$278,731,369",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,StudioCanal,PG-13,102 minutes,"2,756","2,756",6.2 weeks,Johnny Depp | Angelina Jolie,Florian Henckel von Donnersmarck
390,End of Days,"Nov 24, 1999","$100,000,000","$66,889,043","$212,026,975",Action,Original Screenplay,Fantasy,Live Action,,All Time Domestic Box Office for R Movies (Rank 301-400),,"2,593","2,593",5.8 weeks,,
391,The Stepford Wives,"Jun 11, 2004","$100,000,000","$59,475,623","$96,221,971",All Time Domestic Box Office for Comedy Movies (Rank 201-300),All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,,PG-13,,"3,057","3,057",4.1 weeks,,
392,Surf's Up,"Jun 8, 2007","$100,000,000","$58,867,694","$145,395,745",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),,PG,85 minutes,"3,528","3,528",4.6 weeks,,
393,Blood Diamond,"Dec 8, 2006","$100,000,000","$57,377,916","$171,377,916",Action,Original Screenplay,Historical Fiction,Live Action,Initial Entertainment Group,All Time Domestic Box Office for R Movies (Rank 401-500),143 minutes,"1,910","1,910",7.4 weeks,,
394,Legend of the Guardians: The Owls of Ga'Hoole,"Sep 24, 2010","$100,000,000","$55,675,313","$139,716,717",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),Animal Logic,PG,90 minutes,"3,575","3,575",5.5 weeks,Jim Sturgess | Emily Barclay | Anthony LaPaglia | Adrienne de Faria | David Wenham,Zack Snyder
395,Starship Troopers,"Nov 7, 1997","$100,000,000","$54,768,952","$121,100,000",Action,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,,All Time Domestic Box Office for R Movies (Rank 401-500),129 minutes,"2,971","2,971",5.2 weeks,,
396,Midway,"Nov 7, 2019","$100,000,000","$51,462,471","$118,762,471",Action,Based on Real Life Events,Dramatization,Live Action,Providence Film Partners,PG-13,138 minutes,"3,242","3,242",3.5 weeks,Ed Skrein | Patrick Wilson | Luke Evans | Aaron Eckhart | Nick Jonas | Mandy Moore | Dennis Quaid | Woody Harrelson | Jun Kunimura,Roland Emmerich
397,Land of the Lost,"Jun 5, 2009","$100,000,000","$49,438,370","$69,548,641",All Time Domestic Box Office for Comedy Movies (Rank 301-400),Based on TV,Fantasy,Live Action,Universal Pictures,PG-13,102 minutes,"3,521","3,521",3.7 weeks,,
398,Peter Pan,"Dec 25, 2003","$100,000,000","$48,417,850","$95,255,485",Adventure,Based on Fiction Book/Short Story,Fantasy,Live Action,Universal Pictures,PG,113 minutes,"2,813","2,813",5.0 weeks,,
399,Wonder Park,"Mar 15, 2019","$100,000,000","$45,216,793","$115,115,984",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),Paramount Animation,PG,93 minutes,"3,838","3,838",4.1 weeks,John Oliver | Ken Hudson Campbell | Brianna Denski | Norbert Leo Butz | Ken Jeong | Kenan Thompson | Mila Kunis,Uncredited*
400,Catwoman,"Jul 23, 2004","$100,000,000","$40,202,379","$82,145,379",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Village Roadshow Productions,PG-13,101 minutes,"3,117","3,117",3.6 weeks,,
401,The Expendables 3,"Aug 14, 2014","$100,000,000","$39,322,544","$209,461,378",Action,Original Screenplay,Contemporary Fiction,Live Action,Nu Image,PG-13,103 minutes,"3,221","3,221",4.2 weeks,Sylvester Stallone | Jason Statham | Antonio Banderas | Jet Li | Wesley Snipes | Dolph Lundgren | Kelsey Grammer | Randy Couture | Terry Crews | Kellan Lutz | Ronda Rousey | Glen Powell | Victor Ortiz | Robert Davi | Mel Gibson | Harrison Ford | Arnold Schwarzenegger,Patrick Hughes
402,Treasure Planet,"Nov 27, 2002","$100,000,000","$38,120,554","$91,800,000",Adventure,Based on Fiction Book/Short Story,Kids Fiction,Hand Animation,Walt Disney Pictures,PG,95 minutes,"3,227","3,227",4.8 weeks,,
403,Green Zone,"Mar 12, 2010","$100,000,000","$35,497,337","$97,523,020",Drama,Based on Factual Book/Article,Historical Fiction,Live Action,Universal Pictures,All Time Domestic Box Office for R Movies (Rank 701-800),114 minutes,"3,003","3,003",3.7 weeks,Matt Damon,Paul Greengrass
404,Geostorm,"Oct 13, 2017","$100,000,000","$33,700,160","$220,796,009",Action,Original Screenplay,Science Fiction,Live Action,Skydance Productions,PG-13,109 minutes,"3,246","3,246",3.8 weeks,Gerard Butler | Talitha Bateman,Dean Devlin
405,Point Break,"Dec 2, 2015","$100,000,000","$28,782,481","$126,704,591",Action,All Time Domestic Box Office for Remake Movies (Rank 101-200),Contemporary Fiction,Live Action,Alcon Entertainment,PG-13,113 minutes,"2,910","2,910",3.1 weeks,Edgar Ramirez | Luke Bracey,Ericson Core
406,In the Heart of the Sea,"Nov 26, 2015","$100,000,000","$25,020,758","$89,693,309",Adventure,Based on Real Life Events,Dramatization,Live Action,Warner Bros.,PG-13,121 minutes,"3,103","3,103",2.7 weeks,Chris Hemsworth | Benjamin Walker | Cillian Murphy | Tom Holland,Ron Howard
407,Transcendence,"Apr 18, 2014","$100,000,000","$23,022,309","$103,039,258",Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,Straight Up Films,PG-13,119 minutes,"3,455","3,455",2.9 weeks,Johnny Depp,Wally Pfister
408,Son of the Mask,"Feb 18, 2005","$100,000,000","$17,018,422","$59,918,422",Adventure,Based on Comic/Graphic Novel,Kids Fiction,Live Action,New Line Cinema,PG,94 minutes,"2,966","2,966",3.0 weeks,,
409,Mortal Engines,"Dec 5, 2018","$100,000,000","$15,951,040","$85,287,417",Action,Based on Fiction Book/Short Story,Science Fiction,Live Action,Media Rights Capital,PG-13,128 minutes,"3,103","3,103",3.2 weeks,Hera Hilmar | Robert Sheehan | Hugo Weaving | Jihae,Christian Rivers
410,The Adventures of Pluto Nash,"Aug 16, 2002","$100,000,000","$4,411,102","$7,094,995","All Time Domestic Box Office for Comedy Movies (Rank 1,301-1,400)",Original Screenplay,Science Fiction,Live Action,Village Roadshow Productions,PG-13,,"2,320","2,320",2.3 weeks,,
411,Jin lÃ­ng shÃ­ san chai,"Jan 20, 2012","$100,000,000","$311,434","$98,227,017",Drama,Original Screenplay,Historical Fiction,Live Action,Wrekin Hill Entertainment,"All Time Domestic Box Office for R Movies (Rank 3,401-3,500)",141 minutes,30,30,2.9 weeks,Christian Bale,Zhang Yimou
412,The Peanuts Movie,"Nov 5, 2015","$99,000,000","$130,178,411","$250,091,610",Adventure,Based on Comic/Graphic Novel,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Blue Sky Studios,G,89 minutes,"3,897","3,897",5.9 weeks,Noah Schnapp,Steve Martino
413,The LEGO Movie 2: The Second Part,"Feb 6, 2019","$99,000,000","$105,806,508","$190,131,036",Adventure,Based on Toy,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Lord Miller,PG,107 minutes,"4,303","4,303",5.6 weeks,Chris Pratt | Elizabeth Banks | Will Arnett | Tiffany Haddish | Stephanie Beatriz | Alison Brie | Nick Offerman | Charlie Day,Mike Mitchell
414,Robin Hood,"Nov 21, 2018","$99,000,000","$30,824,628","$85,146,186",Action,Based on Folk Tale/Legend/Fairytale,Historical Fiction,Live Action,Appian Way,PG-13,116 minutes,"2,827","2,827",3.6 weeks,Taron Egerton | Jamie Foxx,Otto Bathurst
415,The Mummy Returns,"May 4, 2001","$98,000,000","$202,007,640","$435,040,395",Adventure,All Time Domestic Box Office for Remake Movies,Fantasy,Live Action,Alphaville,PG-13,129 minutes,"3,401","3,401",7.6 weeks,,
416,Ford v. Ferrari,"Nov 14, 2019","$97,600,000","$84,573,353","$147,373,353",Drama,Based on Factual Book/Article,Dramatization,Live Action,Chernin Entertainment,PG-13,152 minutes,"3,528","3,528",3.0 weeks,Matt Damon | Christian Bale,James Mangold
417,Gangs of New York,"Dec 20, 2002","$97,000,000","$77,730,500","$183,124,621",Drama,Original Screenplay,Historical Fiction,Live Action,Alberto Grimaldi,All Time Domestic Box Office for R Movies (Rank 201-300),155 minutes,"1,504","1,504",8.2 weeks,,
418,Alien: Covenant,"May 4, 2017","$97,000,000","$74,262,031","$238,521,247",Horror,Original Screenplay,Science Fiction,Live Action,20th Century Fox,All Time Domestic Box Office for R Movies (Rank 201-300),123 minutes,"3,761","3,761",3.6 weeks,Michael Fassbender | Katherine Waterston,Ridley Scott
419,Cinderella,"Mar 6, 2015","$95,000,000","$201,151,353","$534,551,353",Drama,Based on Folk Tale/Legend/Fairytale,Fantasy,Live Action,Allison Shearmur,PG,105 minutes,"3,845","3,845",7.3 weeks,Lily James,Kenneth Branagh
420,Ice Age: Continental Drift,"Jun 27, 2012","$95,000,000","$161,321,843","$879,765,137",Adventure,Original Screenplay,Fantasy,All Time Domestic Box Office for Digital Animation Movies,20th Century Fox,PG,87 minutes,"3,881","3,881",7.0 weeks,Ray Romano | John Leguizamo | Denis Leary | Wanda Sykes | Keke Palmer,Steve Martino | Michael Thurmeier
421,Black Hawk Down,"Dec 28, 2001","$95,000,000","$108,638,745","$159,691,085",Action,Based on Fiction Book/Short Story,Dramatization,Live Action,Revolution Studios,All Time Domestic Box Office for R Movies (Rank 101-200),144 minutes,4,4,6.3 weeks,,
422,Sex and the City 2,"May 27, 2010","$95,000,000","$95,347,692","$294,680,778",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Based on TV,Contemporary Fiction,Live Action,New Line Cinema,All Time Domestic Box Office for R Movies (Rank 101-200),146 minutes,"3,445","3,445",3.8 weeks,Sarah Jessica Parker | Kim Cattrall | Kristin Davis | Cynthia Nixon,Michael Patrick King
423,Percy Jackson & the Olympians: The Lightning Thief,"Feb 12, 2010","$95,000,000","$88,768,303","$223,050,874",Adventure,Based on Fiction Book/Short Story,Fantasy,Live Action,Fox 2000 Pictures,PG,119 minutes,"3,356","3,356",5.8 weeks,Logan Lerman,Chris Columbus
424,The Campaign,"Aug 10, 2012","$95,000,000","$86,907,746","$104,907,746",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 201-300),85 minutes,"3,205","3,205",6.1 weeks,Will Ferrell | Zach Galifianakis,Jay Roach
425,Unstoppable,"Nov 12, 2010","$95,000,000","$81,562,942","$165,720,921",Action,Based on Real Life Events,Dramatization,Live Action,Big Screen Prods,PG-13,98 minutes,"3,207","3,207",6.2 weeks,Denzel Washington | Chris Pine,Tony Scott
426,The Fifth Element,"May 9, 1997","$95,000,000","$63,570,862","$263,898,761",Action,Original Screenplay,Science Fiction,Live Action,Gaumont,PG-13,126 minutes,"2,500","2,500",7.3 weeks,Bruce Willis | Gary Oldman | Milla Jovovich,Luc Besson
427,The Road to El Dorado,"Mar 31, 2000","$95,000,000","$50,802,661","$65,700,000",Adventure,Original Screenplay,Kids Fiction,Hand Animation,DreamWorks SKG,PG,89 minutes,"3,218","3,218",6.2 weeks,,Eric Bergeron | Don Paul
428,The Lovely Bones,"Dec 11, 2009","$95,000,000","$44,114,232","$94,894,448",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Wingnut Films,PG-13,135 minutes,3,3,4.6 weeks,Mark Wahlberg | Rachel Weisz,Peter Jackson
429,Ben-Hur,"Jun 30, 2016","$95,000,000","$26,410,477","$91,669,648",Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Paramount Pictures,PG-13,123 minutes,"3,084","3,084",3.3 weeks,Jack Huston | Toby Kebbell | Rodrigo Santoro | Nazanin Boniadi | Ayelet Zurer | Morgan Freeman,Timur Bekmambetov
430,Seventh Son,"Dec 19, 2014","$95,000,000","$17,725,785","$108,874,967",Adventure,Based on Fiction Book/Short Story,Fantasy,Live Action,Legendary Pictures,PG-13,102 minutes,"2,875","2,875",2.6 weeks,Jeff Bridges | Benjamin Barnes | Julianne Moore | Alicia Vikander,Sergey Bodrov
431,Finding Nemo,"May 30, 2003","$94,000,000","$380,529,370","$936,429,370",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Disney-Pixar,G,100 minutes,"3,374","3,374",14.6 weeks,Albert Brooks | Ellen DeGeneres | Barry Humphries,Andrew Stanton
432,The Lord of the Rings: The Return of the King,"Dec 17, 2003","$94,000,000","$377,845,905","$1,141,403,341",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,Wingnut Films,PG-13,201 minutes,"3,703","3,703",9.6 weeks,Ian McKellen | Viggo Mortensen | Olando Bloom*,Peter Jackson
433,The Lord of the Rings: The Two Towers,"Dec 18, 2002","$94,000,000","$342,548,984","$934,699,645",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,Wingnut Films,PG-13,179 minutes,"3,622","3,622",8.9 weeks,Elijah Wood | Ian McKellen | Viggo Mortensen,Peter Jackson
434,Lara Croft: Tomb Raider,"Jun 15, 2001","$94,000,000","$131,144,183","$273,330,185",Adventure,Based on Game,Contemporary Fiction,Live Action,Paramount Pictures,PG-13,100 minutes,"3,308","3,308",6.0 weeks,,
435,Kingsman: The Secret Service,"Jan 29, 2015","$94,000,000","$128,261,724","$404,561,724",Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,20th Century Fox,All Time Domestic Box Office for R Movies,129 minutes,"3,204","3,204",7.4 weeks,Colin Firth | Samuel L. Jackson | Michael Caine | Mark Strong | Taron Egerton | Sofia Boutella,Matthew Vaughn
436,Jurassic Park III,"Jul 18, 2001","$93,000,000","$181,166,115","$365,900,000",Action,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,,PG-13,93 minutes,"3,434","3,434",6.7 weeks,,Joe Johnston
437,Rise of the Planet of the Apes,"Aug 5, 2011","$93,000,000","$176,760,185","$470,986,200",Adventure,All Time Domestic Box Office for Remake Movies,Science Fiction,Animation/Live Action,20th Century Fox,PG-13,120 minutes,"3,648","3,648",7.1 weeks,James Franco | Freida Pinto,Rupert Wyatt
438,The Spiderwick Chronicles,"Feb 14, 2008","$92,500,000","$71,195,053","$162,839,667",Adventure,Based on Fiction Book/Short Story,Fantasy,Live Action,The Kennedy/Marshall Company,PG,96 minutes,"3,847","3,847",5.4 weeks,,
439,The Incredibles,"Oct 22, 2004","$92,000,000","$261,441,092","$631,441,092",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Walt Disney Pictures,PG,115 minutes,"3,933","3,933",8.3 weeks,Craig T. Nelson | Holly Hunter | Samuel L. Jackson | Sarah Vowell | Spencer Fox,Brad Bird
440,A Good Day to Die Hard,"Feb 6, 2013","$92,000,000","$67,349,198","$304,249,198",Action,Original Screenplay,Contemporary Fiction,Live Action,20th Century Fox,All Time Domestic Box Office for R Movies (Rank 301-400),98 minutes,"3,553","3,553",4.0 weeks,Bruce Willis | Jai Courtney | Yulia Snigir,John Moore
441,The Alamo,"Apr 9, 2004","$92,000,000","$22,406,362","$23,911,362",Western,Based on Real Life Events,Dramatization,Live Action,,PG-13,137 minutes,"2,609","2,609",3.6 weeks,,
442,Cutthroat Island,"Dec 22, 1995","$92,000,000","$10,017,322","$18,517,322",Adventure,Original Screenplay,Historical Fiction,Live Action,,PG-13,,"1,619","1,619",3.4 weeks,,
443,The Secret Life of Walter Mitty,"Dec 19, 2013","$91,000,000","$58,236,838","$187,861,183",Adventure,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Samuel Goldwyn Films,PG,114 minutes,"2,909","2,909",3.9 weeks,Ben Stiller,Ben Stiller
444,Jumanji: Welcome to the Jungle,"Dec 20, 2017","$90,000,000","$404,508,916","$964,496,193",Adventure,Original Screenplay,Science Fiction,Live Action,Columbia Pictures,PG-13,119 minutes,"3,765","3,765",11.2 weeks,Dwayne Johnson | Jack Black | Kevin Hart | Karen Gillan | Nick Jonas,Jake Kasdan
445,Men in Black,"Jul 1, 1997","$90,000,000","$250,690,539","$587,790,539",Adventure,Based on Comic/Graphic Novel,Science Fiction,Live Action,,PG-13,98 minutes,"3,020","3,020",11.4 weeks,Tommy Lee Jones | Will Smith,Barry Sonnenfeld
446,Toy Story 2,"Nov 19, 1999","$90,000,000","$245,852,179","$511,358,276",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Disney-Pixar,G,92 minutes,1,1,11.5 weeks,Tom Hanks | Tim Allen,John Lasseter
447,Rush Hour 2,"Aug 3, 2001","$90,000,000","$226,164,286","$347,425,832",Action,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,90 minutes,"3,118","3,118",9.5 weeks,Jackie Chan | Chris Tucker,Brett Ratner
448,Sherlock Holmes,"Dec 25, 2009","$90,000,000","$209,028,679","$498,438,212",Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Warner Bros.,PG-13,133 minutes,"3,626","3,626",6.8 weeks,"Robert Downey, Jr. | Jude Law",Guy Ritchie
449,Ice Age: Dawn of the Dinosaurs,"Jul 1, 2009","$90,000,000","$196,573,705","$859,701,857",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Blue Sky Studios,PG,93 minutes,"4,099","4,099",5.9 weeks,Ray Romano | John Leguizamo | Denis Leary | Queen Latifah,Carlos Saldanha
450,Spider-Man: Into The Spider-Verse 3D,"Dec 12, 2018","$90,000,000","$190,173,195","$375,243,139",Adventure,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,All Time Domestic Box Office for Digital Animation Movies,Columbia Pictures,PG,117 minutes,"3,813","3,813",8.6 weeks,Shameik Moore | Jake Johnson | Hailee Steinfeld | John Mulaney | Kimiko Glenn | Nicolas Cage,Bob Persichetti | Peter Ramsey | Rodney Rothman
451,What Lies Beneath,"Jul 21, 2000","$90,000,000","$155,464,351","$288,693,989",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,DreamWorks Pictures,PG-13,126 minutes,"2,813","2,813",11.1 weeks,,
452,Rio,"Apr 8, 2011","$90,000,000","$143,619,809","$487,519,809",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,20th Century Fox Animation,PG,96 minutes,"3,827","3,827",6.6 weeks,Anne Hathaway | Jesse Eisenberg | Jemaine Clement | Tracy Morgan | will.i.am | George Lopez | Jamie Foxx,Carlos Saldanha
453,Once Upon a Timeâ¦in Hollywood,"Jul 26, 2019","$90,000,000","$140,998,437","$369,341,447",Thriller/Suspense,Based on Real Life Events,Dramatization,Live Action,Columbia Pictures,All Time Domestic Box Office for R Movies,159 minutes,"3,659","3,659",6.3 weeks,Leonardo DiCaprio | Brad Pitt | Margot Robbie,Quentin Tarantino
454,The Departed,"Oct 6, 2006","$90,000,000","$132,384,315","$289,660,619",Drama,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,Initial Entertainment Group,All Time Domestic Box Office for R Movies,151 minutes,"3,017","3,017",8.7 weeks,,
455,Charlie's Angels,"Nov 3, 2000","$90,000,000","$125,305,545","$259,736,090",Action,Based on TV,Contemporary Fiction,Live Action,Columbia Pictures,PG-13,98 minutes,"3,037","3,037",7.1 weeks,Cameron Diaz | Drew Barrymore | Lucy Liu*,McG*
456,Mulan,"Jun 19, 1998","$90,000,000","$120,620,254","$303,500,000",Adventure,Based on Folk Tale/Legend/Fairytale,Dramatization,Hand Animation,,G,87 minutes,"2,888","2,888",8.1 weeks,,
457,Tropic Thunder,"Aug 13, 2008","$90,000,000","$110,515,313","$191,145,256",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,DreamWorks Pictures,All Time Domestic Box Office for R Movies (Rank 101-200),106 minutes,"3,319","3,319",6.3 weeks,"Ben Stiller | Jack Black | Robert Downey, Jr.",Ben Stiller
